Teilnehmer,Szenario,Zeitpunkt,Text,Modalitaet
02,Musikintervention,00:00:40,"Stress: mittel – Der Puls von 92 bpm ist leicht erhöht und die EDA-Werte sind auf einem mittleren Niveau, was auf eine moderate Stressausprägung hindeutet.  
Entspannung: mittel – Die Körperhaltung wirkt relativ entspannt, obwohl die Hände verschränkt sind, was auf eine neutrale Entspannung schließen lässt.  
Ablenkung: hoch – Der Blick ist eindeutig auf einen Bildschirm gerichtet, was auf eine hohe Ablenkung schließen lässt.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Bildanalyse, da der Blick klar auf den Bildschirm gerichtet ist.",Bild
02,Musikintervention,00:00:50,"Stress: mittel – Der Puls ist leicht erhöht bei 92 bpm und die EDA-Werte sind vergleichsweise hoch.  
Entspannung: mittel – Die Person sitzt zurückgelehnt und mit gekreuzten Händen, was auf eine gewisse Entspannung hindeutet.  
Ablenkung: niedrig – Der Blick scheint nicht aktiv auf den Monitor oder ein anderes System gerichtet zu sein.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls und der EDA.",Physiologie
02,Musikintervention,00:01:00,"Stress: niedrig – Der Puls von 59 bpm und der niedrige EDA-Wert von 1.6 µS deuten auf einen entspannten physiologischen Zustand hin. Die Körperhaltung der Person scheint ebenfalls entspannt.

Entspannung: mittel – Die Person sitzt entspannt zurückgelehnt, was auf eine mittlere Entspannung hindeutet, obwohl die Hände gefaltet sind, was geringfügig weniger entspannt wirkt.

Ablenkung: mittel – Die Aufmerksamkeit der Person scheint auf den Bildschirm gelenkt zu sein, was auf moderate Ablenkung hindeutet.

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten wie Puls und EDA, die auf geringe Stresslevel hinweisen.",Physiologie
02,Musikintervention,00:01:10,"Stress: niedrig – Der Puls von 59 bpm ist im normalen Ruhebereich und die EDA ist ebenfalls niedrig, was auf einen entspannten Zustand hindeutet.  
Entspannung: mittel – Die Körperhaltung ist relativ relaxed, jedoch nicht vollständig zurückgelehnt, was auf moderate Entspannung hinweist.  
Ablenkung: niedrig – Der Blick scheint nach vorne gerichtet und nicht auf das Infotainmentsystem, was auf geringe Ablenkung hindeutet.  
Dominierende Datenquelle: Die physiologischen Werte, insbesondere der niedrige Puls und die geringe EDA, beeinflussen die Einschätzung am stärksten.",Physiologie
02,Musikintervention,00:01:20,"Stress: niedrig – Der Puls von 59.0 bpm und die geringe EDA von 1.6 µS deuten auf einen niedrigen Stresslevel hin. Die Körperhaltung wirkt entspannt und nicht angespannt.

Entspannung: mittel – Die Person scheint eine ruhige Haltung einzunehmen, was auf eine moderate Entspannungsstufe hindeutet. Jedoch gibt es keine Daten zum RMSSD, die eine bessere Einschätzung ermöglichen würden.

Ablenkung: mittel – Die Person wendet sich nicht aktiv anderen Tätigkeiten zu, jedoch könnte der Blick auf den Bildschirm eine moderate Ablenkung darstellen.

Dominierende Datenquelle: Die Einschätzung basiert primär auf den physiologischen Werten, insbesondere dem Puls und der EDA, da diese konkrete Hinweise auf den Stresslevel liefern.",Physiologie
02,Musikintervention,00:01:30,"Stress: niedrig – Der Puls von 59 bpm ist im Ruhezustandsbereich, und die Darstellung zeigt eine entspannte Körperhaltung.  
Entspannung: mittel – Die ruhige Körperhaltung und der niedrige Puls deuten auf eine gewisse Entspannung hin, jedoch ist die Hautleitwerreaktion relativ niedrig, was auf ein geringes Erregungsniveau schließen lässt.  
Ablenkung: niedrig – Der Blick und die Körperhaltung scheinen nicht auf etwas außerhalb der Fahrsimulation fokussiert zu sein.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Pulsrate, da sie deutlich niedrig ist.",Physiologie
02,Musikintervention,00:01:40,"Stress: niedrig – Der Puls von 59 bpm liegt im normalen Bereich und die elektrodynamische Aktivität (EDA) ist relativ niedrig, was auf ein geringes Stressniveau hindeutet.  

Entspannung: mittel – Die Person sitzt ruhig im Fahrersitz, was auf moderate Entspannung hinweist.  

Ablenkung: niedrig – Die Körperhaltung zeigt keine Anzeichen von starker Ablenkung, die Person scheint sich auf ihre Umgebung oder die Fahrsimulation zu konzentrieren.  

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Daten (Puls und EDA), die beide auf ein niedriges Stresslevel hinweisen.",Physiologie
02,Musikintervention,00:01:50,"Stress: niedrig – Der Puls ist relativ niedrig, was auf eine geringe Stressbelastung hindeutet, und die Haltung wirkt entspannt.  
Entspannung: mittel – Die ruhige Körperhaltung deutet auf ein gewisses Maß an Entspannung hin, wobei die EDA leicht erhöht ist, was auf eine moderate Aktivierung des autonomen Nervensystems schließen lässt.  
Ablenkung: niedrig – Die Person sitzt ruhig und scheint nicht aktiv abgelenkt zu sein.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem niedrigen Puls, der auf eine geringe Stressbelastung hinweist.",Physiologie
02,szenario_2,00:00:00,"Stress: mittel – Der Puls von 96 bpm ist etwas erhöht und die EDA von 3.67 µS deutet auf eine moderate Erregung hin.  
Entspannung: niedrig – Die Person sitzt aufrecht und wirkt nicht entspannt, was durch die EDA unterstützt wird.  
Ablenkung: hoch – Die Person schaut nicht auf die Straße, sondern ist offenbar auf den Bildschirm fokussiert.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Blickrichtung, da diese deutlich auf den Bildschirm gerichtet ist.",Bild
02,szenario_2,00:00:10,"Stress: mittel – Der Puls ist leicht erhöht im Vergleich zum Ruhepuls, was auf eine moderate Stressreaktion hindeuten könnte.  
Entspannung: niedrig – Die Körperhaltung und die Bewegung deuten auf eine gewisse Anspannung hin, da die Person aufrecht sitzt und wenig Bewegung zu erkennen ist.  
Ablenkung: hoch – Der Blick ist klar auf den Bildschirm neben dem Lenkrad gerichtet, was darauf hindeutet, dass die Person sich mit etwas außerhalb der Fahrsituation beschäftigt.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da der Blick deutlich auf den Bildschirm gerichtet ist, was Ablenkung hervorhebt.",Bild
02,szenario_2,00:00:20,"Stress: mittel – Der Puls von 96 bpm deutet auf ein leicht erhöhtes Erregungsniveau hin, und die EDA-Werte von 3.67 µS unterstützen dies, was auf eine moderate Stressreaktion hinweist.  
Entspannung: niedrig – Die Körperhaltung scheint auf das Infotainmentsystem fokussiert, was darauf hindeuten könnte, dass die Person nicht vollkommen entspannt ist.  
Ablenkung: hoch – Die Person ist aktiv am Bildschirm des Infotainmentsystems beschäftigt, was auf eine hohe Ablenkung hindeutet.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der Interaktion mit dem Infotainmentsystem im Bild, die Ablenkung deutlich zeigt.",Bild
02,szenario_2,00:00:30,"Stress: mittel – Der erhöhte Puls von 96 bpm und der EDA-Wert von 3.67 µS deuten auf eine moderate Stressbelastung hin.  
Entspannung: niedrig – Die aktuelle Körperhaltung zeigt keine Anzeichen von Entspannung, sondern eher Konzentration auf den Bildschirm.  
Ablenkung: hoch – Die Person scheint sich intensiv mit dem Infotainmentsystem auf dem Bildschirm zu beschäftigen.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da es eindeutig zeigt, dass der Fokus auf den Bildschirm gerichtet ist.",Bild
02,szenario_2,00:00:40,"Stress: mittel – Der Puls ist mit 96 bpm leicht erhöht, was auf moderate Anspannung hindeuten könnte.  
Entspannung: niedrig – Die Körperhaltung zeigt Aktivität und eine gewissermaßen engagierte Haltung, was auf geringe Entspannung schließen lässt.  
Ablenkung: hoch – Die Person ist eindeutig mit der Bedienung des Infotainmentsystems beschäftigt, was ihre volle Aufmerksamkeit erfordert.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Handlungen der Person deutlich auf Ablenkung hinweisen.",Bild
02,szenario_2,00:00:50,"Stress: mittel – Der Puls von 96 bpm ist leicht erhöht und die EDA von 3.67 µS deutet auf eine moderate Aktivierung des sympathischen Nervensystems hin.  

Entspannung: niedrig – Die Person sitzt aufrecht und hat ihre Hand nicht entspannt am Lenkrad, was auf eine gewisse Anspannung hindeutet.  

Ablenkung: hoch – Der Fokus auf den Bildschirm zeigt, dass die Versuchsperson im Moment stark von der Fahraufgabe abgelenkt ist.  

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, welches zeigt, dass der Blick intensiv auf den Bildschirm gerichtet ist.",Bild
02,szenario_2,00:01:00,"Stress: niedrig – Der Puls und die EDA-Werte sind im normalen Bereich und deuten nicht auf erhöhten Stress hin.  
Entspannung: mittel – Die RMSSD ist vergleichsweise hoch, was auf ein relativ entspanntes autonomes Nervensystem schließen lässt.  
Ablenkung: hoch – Die Person ist eindeutig mit einem Tablet beschäftigt, was von der sorgfältigen Aufmerksamkeit und Interaktion darauf hinweist.  
Dominierende Datenquelle: Die Einschätzung zur Ablenkung basiert hauptsächlich auf dem Bild, da die Person offensichtlich abgelenkt ist.",Bild
02,szenario_2,00:01:10,"Stress: niedrig – Der Puls ist im normalen Bereich und die EDA ist nicht stark erhöht, was auf eine geringe Stressbelastung hinweist.  

Entspannung: mittel – Die Körperhaltung ist locker, was auf eine gewisse Entspannung hinweisen könnte, jedoch nicht vollständig entspannt.  

Ablenkung: hoch – Die Person scheint aktiv mit einem Bildschirm zu interagieren, was auf eine hohe Ablenkung hindeutet.  

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Analyse, da die Interaktion mit dem Bildschirm deutlich zeigt, dass die Person abgelenkt ist.",Bild
02,szenario_2,00:01:20,"Stress: niedrig – Der Puls liegt im normalen Bereich und die EDA ist auch moderat, was keinen hohen Anzeichen von Stress widerspiegelt.

Entspannung: mittel – Die Körpersprache wirkt relativ entspannt und die RMSSD-Wert unterstützt eine moderate Herzfrequenzvariabilität, welche mit einem entspannten Zustand assoziiert wird.

Ablenkung: hoch – Die Position der Person fokussiert auf den Bildschirm deutet darauf hin, dass sie sich mit dessen Inhalt beschäftigt, was auf eine hohe Ablenkung hinweist.

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Aufmerksamkeit auf den Bildschirm für Ablenkung.",Bild
02,szenario_2,00:01:30,"Stress: niedrig – Der Puls liegt im Normalbereich und der RMSSD-Wert ist hoch, was auf niedrigen Stress hinweist.  
Entspannung: mittel – Die aufrechte Sitzposition deutet auf eine gewisse Wachsamkeit hin.  
Ablenkung: hoch – Die Person ist deutlich auf das Gerät fokussiert und beschäftigt sich aktiv mit einer anderen Tätigkeit.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physiologischen Daten, insbesondere dem hohen RMSSD-Wert und niedrigem Puls, welche auf niedrigen Stress hinweisen.",Physiologie
02,szenario_2,00:01:40,"Stress: niedrig – Der Puls von 73 bpm und der RMSSD-Wert von 194.96048 ms weisen auf einen entspannten Zustand hin.

Entspannung: mittel – Die Körperhaltung wirkt relativ entspannt, doch der Blick scheint fokussiert zu sein.

Ablenkung: mittel – Der Blick ist geradeaus zum Bildschirm gerichtet, was auf eine gewisse Ablenkung hinweisen könnte.

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, insbesondere dem Puls und RMSSD, die auf einen entspannten Zustand hinweisen.",Physiologie
02,szenario_2,00:01:50,"Stress: niedrig – Der Puls ist im normalen Bereich und die EDA ist nicht stark erhöht, was darauf hinweist, dass die Person nicht stark gestresst ist.  
Entspannung: mittel – Die Körperhaltung der Person ist entspannt, jedoch gibt es keine zusätzlichen Hinweise auf tiefe Entspannung.  
Ablenkung: hoch – Die Person scheint ihren Blick auf den Bildschirm zu richten, was auf eine starke Ablenkung hindeutet.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung auf den Bildschirm auffällig ist.",Bild
02,szenario_2,00:02:00,"Stress: niedrig – Der Puls liegt im Normbereich und die Person zeigt keine Anzeichen körperlicher Anspannung.  
Entspannung: mittel – Die Körperhaltung ist relativ entspannt, was auf eine gewisse Entspannung schließen lässt.  
Ablenkung: hoch – Die Person interagiert aktiv mit einem Bildschirm, was eine deutliche Ablenkung von der Fahrt darstellt.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der visuellen Beobachtung der Interaktion mit dem Bildschirm, was eine klare Ablenkung signalisiert.",Bild
02,szenario_2,00:02:10,"Stress: niedrig – Der Puls liegt im normalen Bereich und die EDA-Werte sind nicht erhöht, was auf einen niedrigen Stresslevel hindeutet.

Entspannung: mittel – Die Person sitzt entspannt im Fahrersitz und zeigt keine Anzeichen von Anspannung, jedoch erfordert die Anwesenheit im Fahrsimulator eine gewisse Erwartungshaltung und Bereitschaft zur Übernahme.

Ablenkung: mittel – Die Person schaut auf den Bildschirm, was auf eine moderate Ablenkung hinweisen könnte, da der Fokus auf eine sekundäre Tätigkeit gerichtet ist.

Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Werten, da diese eine normale und ausgeglichene Verfassung anzeigen.",Physiologie
02,szenario_3,00:00:00,"Stress: niedrig – Der Puls liegt im normalen Bereich und die physiologischen Werte zeigen keine Auffälligkeiten, die auf Stress hinweisen.  
Entspannung: mittel – Die Körperhaltung wirkt entspannt, jedoch ist die Aufmerksamkeit auf eine Tätigkeit innerhalb des Fahrzeugs gerichtet, was die Entspannung mindern könnte.  
Ablenkung: hoch – Der Blick ist deutlich auf einen Bildschirm gerichtet, was auf eine starke Ablenkung von der Fahrzeugführung hinweist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, da die Blickrichtung stark auf Ablenkung hinweist.",Bild
02,szenario_3,00:00:10,"Stress: niedrig – Der Puls ist mit 80 bpm im normalen Bereich und die Körperhaltung wirkt entspannt.  
Entspannung: mittel – Obwohl die Pulsrate normal ist, scheint die Person konzentriert zu sein, was auf moderate Entspannung hinweist.  
Ablenkung: niedrig – Die Person ist konzentriert, da sie das Lenkrad hält und keine offensichtliche Ablenkung durch externe Reize zu erkennen ist.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf den physiologischen Daten, insbesondere der normalen Pulsrate und der entspannten Körperhaltung.",Beides
02,szenario_3,00:00:20,"Stress: niedrig – Der Puls von 80 bpm ist im normalen Bereich und die Haltung wirkt entspannt.  
Entspannung: mittel – Die Körperhaltung ist relativ locker, was auf eine moderate Entspannung hindeutet.  
Ablenkung: niedrig – Die Versuchsperson ist direkt mit der Fahrzeugübernahme beschäftigt und der Blick ist auf die Fahrsituation gerichtet.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf der physikalischen Bewegung und dem Pulswert, die beide keine deutlichen Stressindikatoren zeigen.",Physiologie
02,szenario_3,00:00:30,"Stress: niedrig – Der Puls ist im normalen Bereich und die Körperhaltung wirkt entspannt.  
Entspannung: mittel – Die Person sitzt bequem, aber zeigt keine expliziten Anzeichen von tiefenentspannung.  
Ablenkung: niedrig – Der Blick und die Körperhaltung sind auf die Fahrzeugübernahme fokussiert, keine offensichtliche Ablenkung durch andere Aktivitäten.  
Dominierende Datenquelle: Die Einschätzung basiert hauptsächlich auf dem Bild, das auf eine fokussierte und kontrollierte Haltung hinweist.",Bild
